PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"","British Medical Journal","","Br Med J. 1894 Nov 17;2(1768):1125-34.","","Br Med J","1894","","PMC2405623","",""
"38225520","A critical overview of challenging roles of medicinal plants in improvement of wound healing technology","Pathak D, Mazumder A.","Daru. 2024 Jun;32(1):379-419. doi: 10.1007/s40199-023-00502-x. Epub 2024 Jan 15.","Pathak D","Daru","2024","2024/01/15","PMC11087437","","10.1007/s40199-023-00502-x"
"37008160","Optimized Green Nanoemulsions to Remove Pharmaceutical Enoxacin from Contaminated Bulk Aqueous Solution","Hussain A, Imam SS, Altamimi MA, Shahid M, Alnemer OA.","ACS Omega. 2023 Mar 13;8(12):11100-11117. doi: 10.1021/acsomega.2c07942. eCollection 2023 Mar 28.","Hussain A","ACS Omega","2023","2023/04/03","PMC10061639","","10.1021/acsomega.2c07942"
"33809633","Nanoplatforms for Targeted Stimuli-Responsive Drug Delivery: A Review of Platform Materials and Stimuli-Responsive Release and Targeting Mechanisms","Sun Y, Davis E.","Nanomaterials (Basel). 2021 Mar 16;11(3):746. doi: 10.3390/nano11030746.","Sun Y","Nanomaterials (Basel)","2021","2021/04/03","PMC8000772","","10.3390/nano11030746"
"35744318","Durability Properties of Lightweight Foamed Concrete Reinforced with Lignocellulosic Fibers","Othuman Mydin MA, Mohd Nawi MN, Odeh RA, Salameh AA.","Materials (Basel). 2022 Jun 16;15(12):4259. doi: 10.3390/ma15124259.","Othuman Mydin MA","Materials (Basel)","2022","2022/06/24","PMC9230715","","10.3390/ma15124259"
"33049925","Biomimetic Self-Healing Cementitious Construction Materials for Smart Buildings","Shah KW, Huseien GF.","Biomimetics (Basel). 2020 Oct 8;5(4):47. doi: 10.3390/biomimetics5040047.","Shah KW","Biomimetics (Basel)","2020","2020/10/14","PMC7709490","","10.3390/biomimetics5040047"
"39336337","Advances in Highly Ductile Concrete Research","He J, Huang Z, Wang X, Xin M, Zhang Y, Lu H.","Materials (Basel). 2024 Sep 19;17(18):4596. doi: 10.3390/ma17184596.","He J","Materials (Basel)","2024","2024/09/28","PMC11433328","","10.3390/ma17184596"
"26178231","Bilateral patellar tendon-bearing Symes-type prostheses in a severe case of Freeman-Sheldon syndrome in a 21-year-old woman presenting with uncorrectable equinovarus","McCormick RJ, Poling MI, Chamberlain RL.","BMJ Case Rep. 2015 Jul 15;2015:bcr2015211338. doi: 10.1136/bcr-2015-211338.","McCormick RJ","BMJ Case Rep","2015","2015/07/17","PMC4513510","","10.1136/bcr-2015-211338"
"39335832","An Overview of Interactions between Goat Milk Casein and Other Food Components: Polysaccharides, Polyphenols, and Metal Ions","Ma B, Al-Wraikat M, Shu Q, Yang X, Liu Y.","Foods. 2024 Sep 13;13(18):2903. doi: 10.3390/foods13182903.","Ma B","Foods","2024","2024/09/28","PMC11431459","","10.3390/foods13182903"
"32923814","Formation Mechanism of Bleaching Damage for a Biopolymer: Differences between Sodium Hypochlorite and Hydrogen Peroxide Bleaching Methods for Shellac","Li K, Tang B, Zhang W, Shi Z, Tu X, Li K, Xu J, Ma J, Liu L, Zhang H.","ACS Omega. 2020 Aug 27;5(35):22551-22559. doi: 10.1021/acsomega.0c03178. eCollection 2020 Sep 8.","Li K","ACS Omega","2020","2020/09/14","PMC7482257","","10.1021/acsomega.0c03178"
"33746267","Optimization of recombination of milk at different fat levels in a small volume universal disperser unit","Datir RP, Ravindra MR, Manjunatha M, Sharma M.","J Food Sci Technol. 2021 Apr;58(4):1389-1400. doi: 10.1007/s13197-020-04650-9. Epub 2020 Jul 21.","Datir RP","J Food Sci Technol","2021","2021/03/22","PMC7925766","","10.1007/s13197-020-04650-9"
"38931985","Assembly of Hollow Yttrium Oxide Spheres from Nano-Sized Yttrium Oxide for Advanced Passive Radiative Cooling Materials","Yu J, Kwon D, Jeon H, Yoo Y.","Polymers (Basel). 2024 Jun 9;16(12):1636. doi: 10.3390/polym16121636.","Yu J","Polymers (Basel)","2024","2024/06/27","PMC11207504","","10.3390/polym16121636"
"33036130","Polymer-Based Materials Loaded with Curcumin for Wound Healing Applications","Alven S, Nqoro X, Aderibigbe BA.","Polymers (Basel). 2020 Oct 6;12(10):2286. doi: 10.3390/polym12102286.","Alven S","Polymers (Basel)","2020","2020/10/10","PMC7600558","","10.3390/polym12102286"
"39296485","Tunable Assembly of Photocatalytic Colloidal Coatings for Antibacterial Applications","Sofroniou C, Scacchi A, Le H, Espinosa Rodriguez E, D'Agosto F, Lansalot M, Dunlop PSM, Ternan NG, Martín-Fabiani I.","ACS Appl Polym Mater. 2024 Aug 23;6(17):10298-10310. doi: 10.1021/acsapm.4c01436. eCollection 2024 Sep 13.","Sofroniou C","ACS Appl Polym Mater","2024","2024/09/19","PMC11406486","","10.1021/acsapm.4c01436"
"36619422","A developed composite hard-gelatin capsules: delayed-release enteric properties","Nezhad Mohseni M, Najafpour Darzi G, Ramezani R, Jahani A.","Heliyon. 2022 Dec 19;8(12):e12265. doi: 10.1016/j.heliyon.2022.e12265. eCollection 2022 Dec.","Nezhad Mohseni M","Heliyon","2022","2023/01/09","PMC9813726","","10.1016/j.heliyon.2022.e12265"
"37107240","Polyphenols-Ensured Accessibility from Food to the Human Metabolism by Chemical and Biotechnological Treatments","Pop OL, Suharoschi R, Socaci SA, Berger Ceresino E, Weber A, Gruber-Traub C, Vodnar DC, Fărcaș AC, Johansson E.","Antioxidants (Basel). 2023 Apr 3;12(4):865. doi: 10.3390/antiox12040865.","Pop OL","Antioxidants (Basel)","2023","2023/04/28","PMC10135483","","10.3390/antiox12040865"
"38068558","The Response of Oxytropis aciphylla Ledeb. Leaf Interface to Water and Light in Gravel Deserts","Bei Z, Zhang X, Zhang F, Yan X.","Plants (Basel). 2023 Nov 21;12(23):3922. doi: 10.3390/plants12233922.","Bei Z","Plants (Basel)","2023","2023/12/09","PMC10708387","","10.3390/plants12233922"
"41216376","Cell encapsulated biomaterials for translational medicine","Arumugam M, Zhang Y, Huang Y, Perumal RK, Zhang T, Kong X, Zhao R.","Bioact Mater. 2025 Oct 27;56:402-454. doi: 10.1016/j.bioactmat.2025.10.021. eCollection 2026 Feb.","Arumugam M","Bioact Mater","2025","2025/11/11","PMC12596701","","10.1016/j.bioactmat.2025.10.021"
"40700011","Protocol for synthesizing, implanting, and using polydimethylsiloxane as skull replacement in mice for imaging, electrophysiology, and optogenetics","Takahashi K, Huis In 't Veld G, Benedetti D, Wang JY, Pontes Quero S, Yuste R, Pennartz CMA, Olcese U.","STAR Protoc. 2025 Sep 19;6(3):103964. doi: 10.1016/j.xpro.2025.103964. Epub 2025 Jul 22.","Takahashi K","STAR Protoc","2025","2025/07/23","PMC12305203","","10.1016/j.xpro.2025.103964"
"39000804","Fabrication of PVA-Silica Sol Wood Composites via Delignification and Freezing Pretreatment","Cong R, Cai T, Ge-Zhang S, Yang H, Zhang C.","Polymers (Basel). 2024 Jul 8;16(13):1949. doi: 10.3390/polym16131949.","Cong R","Polymers (Basel)","2024","2024/07/13","PMC11243807","","10.3390/polym16131949"
"20814088","Laser-based direct-write techniques for cell printing","Schiele NR, Corr DT, Huang Y, Raof NA, Xie Y, Chrisey DB.","Biofabrication. 2010 Sep;2(3):032001. doi: 10.1088/1758-5082/2/3/032001. Epub 2010 Jul 12.","Schiele NR","Biofabrication","2010","2010/09/04","PMC4887083","NIHMS787677","10.1088/1758-5082/2/3/032001"
"37373045","Innovative Functional Biomaterials as Therapeutic Wound Dressings for Chronic Diabetic Foot Ulcers","Da Silva J, Leal EC, Carvalho E, Silva EA.","Int J Mol Sci. 2023 Jun 8;24(12):9900. doi: 10.3390/ijms24129900.","Da Silva J","Int J Mol Sci","2023","2023/06/28","PMC10298492","","10.3390/ijms24129900"
"40710699","A State-of-the-Art Review on the Freeze-Thaw Resistance of Sustainable Geopolymer Gel Composites: Mechanisms, Determinants, and Models","Zhang P, Shi B, Dai X, Chen C, Lai C.","Gels. 2025 Jul 11;11(7):537. doi: 10.3390/gels11070537.","Zhang P","Gels","2025","2025/07/25","PMC12294357","","10.3390/gels11070537"
"37954967","Method for predicting the wettability of micro-structured surfaces by continuum phase-field modelling","Provenzano M, Bellussi FM, Morciano M, Asinari P, Fasano M.","MethodsX. 2023 Oct 24;11:102458. doi: 10.1016/j.mex.2023.102458. eCollection 2023 Dec.","Provenzano M","MethodsX","2023","2023/11/13","PMC10638050","","10.1016/j.mex.2023.102458"
"40678540","Advanced lithium-ion battery process manufacturing equipment for gigafactories: Past, present, and future perspectives","Nekahi A, Feyzi E, Srivastava M, Yeganehdoust F, Madikere Raghunagtha Reddy AK, Zaghib K.","iScience. 2025 May 16;28(7):112691. doi: 10.1016/j.isci.2025.112691. eCollection 2025 Jul 18.","Nekahi A","iScience","2025","2025/07/18","PMC12268664","","10.1016/j.isci.2025.112691"
"39937914","Rapidly self-healing electronic skin for machine learning-assisted physiological and movement evaluation","Lee Y, Tian X, Park J, Nam DH, Wu Z, Choi H, Kim J, Park DW, Zhou K, Lee SW, Tabish TA, Cheng X, Emaminejad S, Lee TW, Kim H, Khademhosseini A, Zhu Y.","Sci Adv. 2025 Feb 14;11(7):eads1301. doi: 10.1126/sciadv.ads1301. Epub 2025 Feb 12.","Lee Y","Sci Adv","2025","2025/02/12","PMC11818020","","10.1126/sciadv.ads1301"
"30983832","A comparative study of the physicochemical properties of hesperidin, MTA-Angelus and calcium hydroxide as pulp capping materials","Abo El-Mal EO, Abu-Seida AM, El Ashry SH.","Saudi Dent J. 2019 Apr;31(2):219-227. doi: 10.1016/j.sdentj.2018.09.004. Epub 2018 Sep 15.","Abo El-Mal EO","Saudi Dent J","2019","2019/04/16","PMC6445453","","10.1016/j.sdentj.2018.09.004"
"32024064","Antibiotic Delivery Strategies to Treat Skin Infections When Innate Antimicrobial Defense Fails","Smith R, Russo J, Fiegel J, Brogden N.","Antibiotics (Basel). 2020 Feb 1;9(2):56. doi: 10.3390/antibiotics9020056.","Smith R","Antibiotics (Basel)","2020","2020/02/07","PMC7168299","","10.3390/antibiotics9020056"
"32268129","Topical application of bacteriophages for treatment of wound infections","Chang RYK, Morales S, Okamoto Y, Chan HK.","Transl Res. 2020 Jun;220:153-166. doi: 10.1016/j.trsl.2020.03.010. Epub 2020 Mar 19.","Chang RYK","Transl Res","2020","2020/04/09","PMC7293950","NIHMS1582928","10.1016/j.trsl.2020.03.010"
"39553269","Synthesis of highly activated polybenzene-grafted carbon nanoparticles for supercapacitors assisted by solution plasma","Phan QP, Tran TCL, Tran TT, La TTH, Cao XV, Luu TA, Luong TQA.","RSC Adv. 2024 Nov 15;14(49):36610-36621. doi: 10.1039/d4ra06534d. eCollection 2024 Nov 11.","Phan QP","RSC Adv","2024","2024/11/18","PMC11566725","","10.1039/d4ra06534d"
"38973924","Nanoparticle-Based Strategies for Managing Biofilm Infections in Wounds: A Comprehensive Review","Sedighi O, Bednarke B, Sherriff H, Doiron AL.","ACS Omega. 2024 Jun 17;9(26):27853-27871. doi: 10.1021/acsomega.4c02343. eCollection 2024 Jul 2.","Sedighi O","ACS Omega","2024","2024/07/08","PMC11223148","","10.1021/acsomega.4c02343"
"34470555","Synergic fabrication of succimer coated titanium dioxide nanomaterials delivery for in vitro proliferation and in vivo examination on human aortic endothelial cells","Qi M, Li C, Song Z, Wang L.","Drug Deliv. 2021 Dec;28(1):1785-1794. doi: 10.1080/10717544.2021.1960925.","Qi M","Drug Deliv","2021","2021/09/02","PMC8425759","","10.1080/10717544.2021.1960925"
"39339133","Collagen and Its Derivatives Serving Biomedical Purposes: A Review","Wosicka-Frąckowiak H, Poniedziałek K, Woźny S, Kuprianowicz M, Nyga M, Jadach B, Milanowski B.","Polymers (Basel). 2024 Sep 22;16(18):2668. doi: 10.3390/polym16182668.","Wosicka-Frąckowiak H","Polymers (Basel)","2024","2024/09/28","PMC11435467","","10.3390/polym16182668"
"41010197","Anion Exchange Ionomer Binders for Alkaline Fuel Cells","Gowling AC, Meek KM.","Materials (Basel). 2025 Sep 17;18(18):4354. doi: 10.3390/ma18184354.","Gowling AC","Materials (Basel)","2025","2025/09/27","PMC12471606","","10.3390/ma18184354"
"38672849","Preparation and Characterization of a Hypoglycemic Complex of Gallic Acid-Antarctic Krill Polypeptide Based on Polylactic Acid-Hydroxyacetic Acid (PLGA) and High-Pressure Microjet Microencapsulation","Li M, Chen P, Lin Y, Miao S, Bao H.","Foods. 2024 Apr 12;13(8):1177. doi: 10.3390/foods13081177.","Li M","Foods","2024","2024/04/27","PMC11049101","","10.3390/foods13081177"
"31903045","Selective molecular separation of lignin model compounds by reduced graphene oxide membranes from solvent-water mixture","Aher A, Sarma R, Crocker M, Bhattacharyya D.","Sep Purif Technol. 2020 Jan 2;230:115865. doi: 10.1016/j.seppur.2019.115865. Epub 2019 Jul 27.","Aher A","Sep Purif Technol","2020","2020/01/07","PMC6941755","NIHMS1063724","10.1016/j.seppur.2019.115865"
"35590997","User Participatory Design of a Wearable Focal Vibration Device for Home-Based Stroke Rehabilitation","Wang H, Ghazi M, Chandrashekhar R, Rippetoe J, Duginski GA, Lepak LV, Milhan LR, James SA.","Sensors (Basel). 2022 Apr 26;22(9):3308. doi: 10.3390/s22093308.","Wang H","Sensors (Basel)","2022","2022/05/20","PMC9105527","","10.3390/s22093308"
"37175689","Biological and Oxidative Degradation of Ultrathin-Fibrous Nonwovens Based on Poly(lactic Acid)/Poly(3-Hydroxybutyrate) Blends","Olkhov AA, Mastalygina EE, Ovchinnikov VA, Kurnosov AS, Popov AA, Iordanskii AL.","Int J Mol Sci. 2023 Apr 28;24(9):7979. doi: 10.3390/ijms24097979.","Olkhov AA","Int J Mol Sci","2023","2023/05/13","PMC10178885","","10.3390/ijms24097979"
"38131775","Highly Conductive Peroxidase-like Ce-MoS(2) Nanoflowers for the Simultaneous Electrochemical Detection of Dopamine and Epinephrine","Thamilselvan A, Dang TV, Kim MI.","Biosensors (Basel). 2023 Dec 6;13(12):1015. doi: 10.3390/bios13121015.","Thamilselvan A","Biosensors (Basel)","2023","2023/12/22","PMC10742101","","10.3390/bios13121015"
"36838967","Advances on Hormones in Cosmetics: Illegal Addition Status, Sample Preparation, and Detection Technology","Li M, Wang L, Wang M, Zhao H, Zhao F.","Molecules. 2023 Feb 20;28(4):1980. doi: 10.3390/molecules28041980.","Li M","Molecules","2023","2023/02/25","PMC9959700","","10.3390/molecules28041980"
"29026426","Effects of nanozeolite/starch thermoplastic hydrogels on wound healing","Salehi H, Mehrasa M, Nasri-Nasrabadi B, Doostmohammadi M, Seyedebrahimi R, Davari N, Rafienia M, Hosseinabadi ME, Agheb M, Siavash M.","J Res Med Sci. 2017 Sep 26;22:110. doi: 10.4103/jrms.JRMS_1037_16. eCollection 2017.","Salehi H","J Res Med Sci","2017","2017/10/14","PMC5629837","","10.4103/jrms.JRMS_1037_16"
"3972904","Cytosolic free calcium-ion concentration in cleaving embryonic cells of Oryzias latipes measured with calcium-selective microelectrodes","Schantz AR.","J Cell Biol. 1985 Mar;100(3):947-54. doi: 10.1083/jcb.100.3.947.","Schantz AR","J Cell Biol","1985","1985/03/01","PMC2113510","","10.1083/jcb.100.3.947"
"41210977","Advanced intensity-modulated fiber sensors for scalable sensing","Malinka F, Vachek O, Krizan D, Stipal J, Marques C, Siska P, Nedoma J.","iScience. 2025 Oct 9;28(11):113670. doi: 10.1016/j.isci.2025.113670. eCollection 2025 Nov 21.","Malinka F","iScience","2025","2025/11/10","PMC12590553","","10.1016/j.isci.2025.113670"
"19912397","Topical silver-impregnated dressings and the importance of the dressing technology","Cutting K, White R, Hoekstra H.","Int Wound J. 2009 Oct;6(5):396-402. doi: 10.1111/j.1742-481X.2009.00635.x.","Cutting K","Int Wound J","2009","2009/11/17","PMC7951554","","10.1111/j.1742-481X.2009.00635.x"
"31636708","Improvement of corn stover fuel properties via hydrothermal carbonization combined with surfactant","Tu R, Sun Y, Wu Y, Fan X, Wang J, Cheng S, Jia Z, Jiang E, Xu X.","Biotechnol Biofuels. 2019 Oct 17;12:249. doi: 10.1186/s13068-019-1581-x. eCollection 2019.","Tu R","Biotechnol Biofuels","2019","2019/10/23","PMC6796392","","10.1186/s13068-019-1581-x"
"33371937","Consensus on the diagnosis and management of chronic leg ulcers - Brazilian Society of Dermatology","Abbade LPF, Frade MAC, Pegas JRP, Dadalti-Granja P, Garcia LC, Bueno Filho R, Parenti CEF.","An Bras Dermatol. 2020 Nov-Dec;95 Suppl 1(Suppl 1):1-18. doi: 10.1016/j.abd.2020.06.002. Epub 2020 Oct 4.","Abbade LPF","An Bras Dermatol","2020","2020/12/29","PMC7772605","","10.1016/j.abd.2020.06.002"
"36507270","Effect of composite biodegradable biomaterials on wound healing in diabetes","Ren S, Guo S, Yang L, Wang C.","Front Bioeng Biotechnol. 2022 Nov 25;10:1060026. doi: 10.3389/fbioe.2022.1060026. eCollection 2022.","Ren S","Front Bioeng Biotechnol","2022","2022/12/12","PMC9732485","","10.3389/fbioe.2022.1060026"
"38474025","Plasma-Activated Polydimethylsiloxane Microstructured Pattern with Collagen for Improved Myoblast Cell Guidance","Slepičková Kasálková N, Juřicová V, Fajstavr D, Frýdlová B, Rimpelová S, Švorčík V, Slepička P.","Int J Mol Sci. 2024 Feb 28;25(5):2779. doi: 10.3390/ijms25052779.","Slepičková Kasálková N","Int J Mol Sci","2024","2024/03/13","PMC10932060","","10.3390/ijms25052779"
"36622272","Cellulose: A Review of Water Interactions, Applications in Composites, and Water Treatment","Etale A, Onyianta AJ, Turner SR, Eichhorn SJ.","Chem Rev. 2023 Mar 8;123(5):2016-2048. doi: 10.1021/acs.chemrev.2c00477. Epub 2023 Jan 9.","Etale A","Chem Rev","2023","2023/01/09","PMC9999429","","10.1021/acs.chemrev.2c00477"
"36769257","Fascia Layer-A Novel Target for the Application of Biomaterials in Skin Wound Healing","Ye H, Rinkevich Y.","Int J Mol Sci. 2023 Feb 2;24(3):2936. doi: 10.3390/ijms24032936.","Ye H","Int J Mol Sci","2023","2023/02/11","PMC9917695","","10.3390/ijms24032936"
"39796318","Natural Eutectic Solvent-Based Temperature-Controlled Liquid-Liquid Microextraction and Nano-Liquid Chromatography for the Analysis of Herbal Aqueous Samples","Santana-Mayor Á, D'Orazio G, Rodríguez-Delgado MÁ, Socas-Rodríguez B.","Foods. 2024 Dec 25;14(1):28. doi: 10.3390/foods14010028.","Santana-Mayor Á","Foods","2024","2025/01/11","PMC11720319","","10.3390/foods14010028"
"40377918","Influence of Choline-Based Ionogel on Transdermal Delivery of Vancomycin Hydrochloride","Datta D, Bandi SP, Venuganti VVK.","Mol Pharm. 2025 Jun 2;22(6):3331-3350. doi: 10.1021/acs.molpharmaceut.5c00255. Epub 2025 May 16.","Datta D","Mol Pharm","2025","2025/05/16","PMC12135064","","10.1021/acs.molpharmaceut.5c00255"
"34963906","Green Hydrogel-Biochar Composite for Enhanced Adsorption of Uranium","Akl ZF, Zaki EG, ElSaeed SM.","ACS Omega. 2021 Dec 8;6(50):34193-34205. doi: 10.1021/acsomega.1c01559. eCollection 2021 Dec 21.","Akl ZF","ACS Omega","2021","2021/12/29","PMC8697026","","10.1021/acsomega.1c01559"
"28252034","High emission reduction performance of a novel organic-inorganic composite filters containing sepiolite mineral nanofibers","Wang F, Zhang H, Liang J, Tang Q, Li Y, Shang Z.","Sci Rep. 2017 Mar 2;7:43218. doi: 10.1038/srep43218.","Wang F","Sci Rep","2017","2017/03/03","PMC5333090","","10.1038/srep43218"
"32357389","Hydrogel-Based Active Substance Release Systems for Cosmetology and Dermatology Application: A Review","Zagórska-Dziok M, Sobczak M.","Pharmaceutics. 2020 Apr 26;12(5):396. doi: 10.3390/pharmaceutics12050396.","Zagórska-Dziok M","Pharmaceutics","2020","2020/05/03","PMC7284449","","10.3390/pharmaceutics12050396"
"32899626","It Is Our Turn to Get Cannabis High: Put Cannabinoids in Food and Health Baskets","Salami SA, Martinelli F, Giovino A, Bachari A, Arad N, Mantri N.","Molecules. 2020 Sep 4;25(18):4036. doi: 10.3390/molecules25184036.","Salami SA","Molecules","2020","2020/09/09","PMC7571138","","10.3390/molecules25184036"
"40362959","The Study on the Effect of Waterborne Epoxy Resin Content on the Performance of Styrene-Butadiene Rubber Modified Micro-Surface Mixture","Zhao L, Li W, Zhang C, Yu X, Liu A, Huang J.","Polymers (Basel). 2025 Apr 25;17(9):1175. doi: 10.3390/polym17091175.","Zhao L","Polymers (Basel)","2025","2025/05/14","PMC12073700","","10.3390/polym17091175"
"37577103","Injectable fillers: current status, physicochemical properties, function mechanism, and perspectives","Guo J, Fang W, Wang F.","RSC Adv. 2023 Aug 10;13(34):23841-23858. doi: 10.1039/d3ra04321e. eCollection 2023 Aug 4.","Guo J","RSC Adv","2023","2023/08/14","PMC10413051","","10.1039/d3ra04321e"
"36903589","Molecular Pathways for Polymer Degradation during Conventional Processing, Additive Manufacturing, and Mechanical Recycling","Ceretti DVA, Edeleva M, Cardon L, D'hooge DR.","Molecules. 2023 Mar 3;28(5):2344. doi: 10.3390/molecules28052344.","Ceretti DVA","Molecules","2023","2023/03/11","PMC10004996","","10.3390/molecules28052344"
"39554368","Antimicrobial and food barrier properties of polyvinyl alcohol-lactic acid food packaging films","Madivoli ES, Kisato J, Gichuki J, Wangui CM, Kimani PK, Kareru PG.","Food Sci Nutr. 2024 Jun 21;12(9):6563-6577. doi: 10.1002/fsn3.4291. eCollection 2024 Sep.","Madivoli ES","Food Sci Nutr","2024","2024/11/18","PMC11561809","","10.1002/fsn3.4291"
"34503006","Catalyst-Free Crosslinking Modification of Nata-de-Coco-Based Bacterial Cellulose Nanofibres Using Citric Acid for Biomedical Applications","Salihu R, Ansari MNM, Abd Razak SI, Ahmad Zawawi N, Shahir S, Sani MH, Ramlee MH, Wsoo MA, Mohd Yusof AH, Nayan NHM, Gumel AM.","Polymers (Basel). 2021 Aug 31;13(17):2966. doi: 10.3390/polym13172966.","Salihu R","Polymers (Basel)","2021","2021/09/10","PMC8433797","","10.3390/polym13172966"
"36013658","An Overview of Laser Metal Deposition for Cladding: Defect Formation Mechanisms, Defect Suppression Methods and Performance Improvements of Laser-Cladded Layers","Cheng J, Xing Y, Dong E, Zhao L, Liu H, Chang T, Chen M, Wang J, Lu J, Wan J.","Materials (Basel). 2022 Aug 11;15(16):5522. doi: 10.3390/ma15165522.","Cheng J","Materials (Basel)","2022","2022/08/26","PMC9412773","","10.3390/ma15165522"
"36822624","Passenger vehicle interior decontamination by low concentration hydrogen peroxide vapor following a wide area biological contamination incident","Oudejans L, Richter W, Sunderman M, Calfee MW, Mickelsen RL, Hofacre K, Keyes P, Lee SD.","J Appl Microbiol. 2023 Mar 1;134(3):lxad039. doi: 10.1093/jambio/lxad039.","Oudejans L","J Appl Microbiol","2023","2023/02/23","PMC10257935","NIHMS1895708","10.1093/jambio/lxad039"
"41096230","Bio-Based and Nanostructured Polymers for Sustainable Protection of Cultural Heritage and Medicinal Crops: Convergence of Heritage Science, Circular Bioeconomy, and Environmental Protection","Fierascu I, Baroi AM, Matei RI, Fistos T, Chican IE, Enascuta CE, Avramescu SM, Fierascu RC.","Polymers (Basel). 2025 Sep 24;17(19):2582. doi: 10.3390/polym17192582.","Fierascu I","Polymers (Basel)","2025","2025/10/16","PMC12526531","","10.3390/polym17192582"
"38006090","Macroscopic and Microscopic Characteristics of Strength Degradation of Silty Soil Improved by Regenerated Polyester Fibers under Dry-Wet Cycling","Liu X, Han M, Liu T, Liu L.","Polymers (Basel). 2023 Nov 9;15(22):4367. doi: 10.3390/polym15224367.","Liu X","Polymers (Basel)","2023","2023/11/25","PMC10674948","","10.3390/polym15224367"
"36797206","Portable Paper-Based Nucleic Acid Enrichment for Field Testing","Mei J, Wang D, Zhang Y, Wu D, Cui J, Gan M, Liu P.","Adv Sci (Weinh). 2023 Apr;10(11):e2205217. doi: 10.1002/advs.202205217. Epub 2023 Feb 16.","Mei J","Adv Sci (Weinh)","2023","2023/02/16","PMC10104631","","10.1002/advs.202205217"
"36080712","Effect of Fluorane Microcapsule Content on Properties of Thermochroic Waterborne Topcoat on Tilia europaea","Yang Z, Han Y, Peng W, Wang L, Yan X.","Polymers (Basel). 2022 Sep 2;14(17):3638. doi: 10.3390/polym14173638.","Yang Z","Polymers (Basel)","2022","2022/09/09","PMC9460229","","10.3390/polym14173638"
"34682287","Waste Rose Flower and Lavender Straw Biomass-An Innovative Lignocellulose Feedstock for Mycelium Bio-Materials Development Using Newly Isolated Ganoderma resinaceum GA1M","Angelova G, Brazkova M, Stefanova P, Blazheva D, Vladev V, Petkova N, Slavov A, Denev P, Karashanova D, Zaharieva R, Enev A, Krastanov A.","J Fungi (Basel). 2021 Oct 15;7(10):866. doi: 10.3390/jof7100866.","Angelova G","J Fungi (Basel)","2021","2021/10/23","PMC8541479","","10.3390/jof7100866"
"37687536","Transformation of Specific Dispersion Interactions between Cellulose and Polyacrylonitrile in Solutions into Covalent Interactions in Fibers","Vinogradov MI, Golova LK, Makarov IS, Bondarenko GN, Levin IS, Arkharova NA, Kulichikhin VG.","Materials (Basel). 2023 Aug 26;16(17):5843. doi: 10.3390/ma16175843.","Vinogradov MI","Materials (Basel)","2023","2023/09/09","PMC10489092","","10.3390/ma16175843"
"37233541","Engineering Metal-Organic-Framework (MOF)-Based Membranes for Gas and Liquid Separation","Duan Y, Li L, Shen Z, Cheng J, He K.","Membranes (Basel). 2023 Apr 29;13(5):480. doi: 10.3390/membranes13050480.","Duan Y","Membranes (Basel)","2023","2023/05/26","PMC10221405","","10.3390/membranes13050480"
"40191361","A Critical Review on Parameters Affecting the Feasibility of Underground Hydrogen Storage","Bagchi C, Patwardhan SD, Iglauer S, Ben Mahmud H, Ali MFJ.","ACS Omega. 2025 Mar 21;10(12):11658-11696. doi: 10.1021/acsomega.4c10442. eCollection 2025 Apr 1.","Bagchi C","ACS Omega","2025","2025/04/07","PMC11966280","","10.1021/acsomega.4c10442"
"35160803","The Migration and Deposition Behaviors of Montmorillonite and Kaolinite Particles in a Two-Dimensional Micromodel","Bate B, Chen C, Liu P, Zhou C, Chen X, Nie S, Chen K, Chen Y, Zhang S.","Materials (Basel). 2022 Jan 23;15(3):855. doi: 10.3390/ma15030855.","Bate B","Materials (Basel)","2022","2022/02/15","PMC8838163","","10.3390/ma15030855"
"38998214","Preparation of Hydrophobic Modified Silica with Si69 and Its Reinforcing Mechanical Properties in Natural Rubber","You B, Jin S.","Materials (Basel). 2024 Jun 26;17(13):3131. doi: 10.3390/ma17133131.","You B","Materials (Basel)","2024","2024/07/13","PMC11242769","","10.3390/ma17133131"
"34996994","Ti/TiO(2)/SiO(2) multilayer thin films with enhanced spectral selectivity for optical narrow bandpass filters","Kim D, Kim KM, Han H, Lee J, Ko D, Park KR, Jang KB, Kim D, Forrester JS, Lee SH, Kim JC, Mhin S.","Sci Rep. 2022 Jan 7;12(1):32. doi: 10.1038/s41598-021-03935-z.","Kim D","Sci Rep","2022","2022/01/08","PMC8741980","","10.1038/s41598-021-03935-z"
"35892358","Recent Progress on Bioinspired Antibacterial Surfaces for Biomedical Application","Yang X, Zhang W, Qin X, Cui M, Guo Y, Wang T, Wang K, Shi Z, Zhang C, Li W, Wang Z.","Biomimetics (Basel). 2022 Jul 4;7(3):88. doi: 10.3390/biomimetics7030088.","Yang X","Biomimetics (Basel)","2022","2022/07/27","PMC9326651","","10.3390/biomimetics7030088"
